購入日,顧客ID,従業員数,商品カテゴリ,ID,単価,注文数,購入額
2020/1/23,CS006358,66,果実フレーバー／着色炭酸飲料,PD07311,100,52,5200
2020/1/23,CS005254,106,ブレンド茶飲料,PD01209,100,88,8800
2020/1/23,CS004001,458,コーヒー,PD07855,150,437,65550
2020/1/23,CS003260,40,コーヒー,PD04234,150,28,4200
2020/1/23,CS000769,94,コーラ炭酸飲料,PD09011,100,76,7600
2020/1/23,CS008430,22,むぎ茶飲料,PD00059,100,38,3800
2020/1/23,CS008625,7,ミネラルウォーター類,PD04251,150,41,6150
2020/1/23,CS004392,103,栄養ドリンク炭酸飲料,PD03053,150,38,5700
2020/1/23,CS007130,87,コーラ炭酸飲料,PD04877,150,71,10650
2020/1/23,CS007776,131,スポーツ飲料等,PD02930,150,137,20550
2020/1/24,CS007425,55,ミネラルウォーター類,PD05472,200,38,7600
2020/1/24,CS007150,8,ミネラルウォーター類,PD05799,150,17,2550
2020/1/24,CS006724,51,栄養ドリンク炭酸飲料,PD08578,100,69,6900
2020/1/24,CS004465,54,ミネラルウォーター類,PD01763,100,43,4300
2020/1/24,CS008239,159,果汁入り炭酸飲料（5%以上10%未満）,PD06386,200,156,31200
2020/1/24,CS003113,30,果汁入り炭酸飲料（5%以上10%未満）,PD02589,150,42,6300
2020/1/24,CS008540,152,果汁入り炭酸飲料（5%以上10%未満）,PD07085,150,144,21600
2020/1/24,CS005432,320,コーラ炭酸飲料,PD07214,150,40,6000
2020/1/24,CS009706,16,ミネラルウォーター類,PD01858,200,37,7400
2020/1/24,CS005679,124,ミネラルウォーター類,PD04815,200,135,27000
2020/1/24,CS001621,58,豆乳類等,PD05511,150,39,5850
2020/1/24,CS005968,82,ミネラルウォーター類,PD03107,200,39,7800
2020/1/24,CS005114,86,コーヒー,PD05884,100,42,4200
2020/1/24,CS005564,126,コーヒー,PD08942,150,114,17100
2020/1/24,CS006726,80,ブレンド茶飲料,PD05660,150,86,12900
2020/1/24,CS007279,282,コーヒー,PD05400,200,276,55200
2020/1/24,CS000662,67,むぎ茶飲料,PD03353,150,61,9150
2020/1/24,CS003260,40,ウーロン系飲料,PD03896,150,34,5100
2020/1/24,CS005564,126,栄養ドリンク炭酸飲料,PD04612,150,123,18450
2020/1/24,CS008239,159,コーヒー,PD09544,100,163,16300
2020/1/24,CS007279,282,ミネラルウォーター類,PD04896,150,43,6450
2020/1/25,CS006627,58,コーヒー,PD06606,150,33,4950
2020/1/25,CS007412,148,コーラ炭酸飲料,PD02600,150,51,7650
2020/1/25,CS005564,126,ミネラルウォーター類,PD04814,200,36,7200
2020/1/25,CS008306,113,ウーロン系飲料,PD05295,200,37,7400
2020/1/25,CS004000,79,コーヒー,PD06606,150,82,12300
2020/1/25,CS003925,40,ミネラルウォーター類,PD07834,150,37,5550
2020/1/25,CS005896,24,コーヒー入り乳飲料,PD06938,200,41,8200
2020/1/25,CS001417,22,コーラ炭酸飲料,PD03447,150,45,6750
2020/1/25,CS008999,43,ミネラルウォーター類,PD03366,200,35,7000
2020/1/25,CS007776,131,果実フレーバー／着色炭酸飲料,PD03877,150,39,5850
2020/1/25,CS005968,82,ミネラルウォーター類,PD06419,150,97,14550
2020/1/25,CS005564,126,果実ジュース（果汁100%）,PD01926,150,126,18900
2020/1/25,CS005472,152,果汁入り炭酸飲料（5%以上10%未満）,PD02589,150,132,19800
2020/1/25,CS000409,24,栄養ドリンク炭酸飲料,PD00807,100,21,2100
2020/1/25,CS008646,7,ミネラルウォーター類,PD01799,150,23,3450
2020/1/25,CS008239,159,ミネラルウォーター類,PD08147,100,146,14600
2020/1/25,CS003277,7,コーラ炭酸飲料,PD05547,100,49,4900
2020/1/25,CS000557,64,ミネラルウォーター類,PD00075,150,49,7350
2020/1/25,CS003012,66,コーラ炭酸飲料,PD09730,200,45,9000
2020/1/25,CS007600,12,コーヒー,PD07238,200,44,8800
2020/1/25,CS004361,71,むぎ茶飲料,PD08826,200,58,11600
2020/1/25,CS005968,82,ミネラルウォーター類,PD02223,150,53,7950
2020/1/25,CS006358,66,ミネラルウォーター類,PD09434,150,63,9450
2020/1/25,CS007150,8,ミネラルウォーター類,PD06419,150,43,6450
2020/1/25,CS008540,152,果汁入り炭酸飲料（5%以上10%未満）,PD07202,150,158,23700
2020/1/26,CS008646,7,スポーツ飲料等,PD07335,150,40,6000
2020/1/26,CS006237,141,スポーツ飲料等,PD04987,150,23,3450
2020/1/26,CS009137,80,コーヒー,PD06005,100,84,8400
2020/1/26,CS005896,24,ミネラルウォーター類,PD08400,150,61,9150
2020/1/26,CS008430,22,むぎ茶飲料,PD06596,150,40,6000
2020/1/26,CS003012,66,コーヒー,PD04578,150,57,8550
2020/1/26,CS001621,58,コーラ炭酸飲料,PD04093,150,61,9150
2020/1/26,CS007425,55,ミネラルウォーター類,PD09782,200,52,10400
2020/1/26,CS001690,14,ミネラルウォーター類,PD07765,200,30,6000
2020/1/26,CS003260,40,コーヒー,PD05927,200,36,7200
2020/1/26,CS005188,21,スポーツ飲料等,PD00268,100,40,4000
2020/1/26,CS003377,7,コーヒー,PD03528,200,28,5600
2020/1/26,CS000730,70,スポーツ飲料等,PD08981,150,36,5400
2020/1/26,CS004971,45,果実ジュース（果汁100%）,PD06011,150,54,8100
2020/1/26,CS005761,122,果汁入り炭酸飲料（5%以上10%未満）,PD05961,200,100,20000
2020/1/27,CS008365,16,果汁入り炭酸飲料（5%以上10%未満）,PD06386,200,30,6000
2020/1/27,CS007383,93,コーヒー,PD00767,150,46,6900
2020/1/27,CS008646,7,ブレンド茶飲料,PD00996,150,7,1050
2020/1/27,CS000535,193,スポーツ飲料等,PD02283,200,54,10800
2020/1/27,CS000734,57,むぎ茶飲料,PD07156,100,27,2700
2020/1/27,CS004124,75,むぎ茶飲料,PD06214,200,47,9400
2020/1/27,CS000821,25,栄養ドリンク炭酸飲料,PD04458,200,43,8600
2020/1/27,CS005968,82,ブレンド茶飲料,PD02300,200,65,13000
2020/1/27,CS000821,25,ミネラルウォーター類,PD03040,200,26,5200
2020/1/27,CS006237,141,果実ジュース（果汁100%）,PD08697,150,48,7200
2020/1/27,CS000778,18,むぎ茶飲料,PD05222,150,25,3750
2020/1/27,CS000734,57,果汁入り炭酸飲料（5%以上10%未満）,PD07700,150,62,9300
2020/1/27,CS007383,93,ミネラルウォーター類,PD03767,150,102,15300
2020/1/27,CS003377,7,ミネラルウォーター類,PD05705,200,4,800
2020/1/27,CS008540,152,果汁入り炭酸飲料（5%以上10%未満）,PD01022,100,46,4600
2020/1/27,CS004971,45,むぎ茶飲料,PD05743,200,38,7600
2020/1/27,CS000030,80,豆乳類等,PD01652,120,34,4080
2020/1/27,CS004971,45,ミネラルウォーター類,PD08781,150,33,4950
2020/1/27,CS003925,40,ミネラルウォーター類,PD06758,150,37,5550
2020/1/28,CS004465,54,ミネラルウォーター類,PD07389,150,37,5550
2020/1/28,CS007462,57,コーヒー,PD01880,150,52,7800
2020/1/28,CS007040,242,ミネラルウォーター類,PD01000,150,40,6000
2020/1/28,CS005188,21,むぎ茶飲料,PD03244,150,9,1350
2020/1/28,CS008540,152,ミネラルウォーター類,PD07891,200,37,7400
2020/1/28,CS007279,282,むぎ茶飲料,PD08956,200,37,7400
2020/1/28,CS008365,16,ミネラルウォーター類,PD04013,200,16,3200
2020/1/28,CS006094,122,ミネラルウォーター類,PD05779,150,117,17550
2020/1/28,CS001842,32,ミネラルウォーター類,PD02952,150,29,4350
2020/1/28,CS000030,80,果汁入り炭酸飲料（5%以上10%未満）,PD06386,200,27,5400
2020/1/28,CS005564,126,コーヒー,PD01758,200,131,26200
2020/1/28,CS008365,16,むぎ茶飲料,PD05609,150,34,5100
2020/1/28,CS005968,82,スポーツ飲料等,PD08515,200,97,19400
2020/1/28,CS007425,55,ミネラルウォーター類,PD03844,200,43,8600
2020/1/28,CS004392,103,ミネラルウォーター類,PD06090,150,34,5100
2020/1/28,CS000662,67,スポーツ飲料等,PD02131,150,73,10950
2020/1/28,CS008799,106,ミネラルウォーター類,PD01503,100,33,3300
2020/1/29,CS008101,23,ミネラルウォーター類,PD07891,200,19,3800
2020/1/29,CS007982,204,ミネラルウォーター類,PD08800,200,202,40400
2020/1/29,CS007040,242,コーヒー,PD00935,150,38,5700
2020/1/29,CS004897,186,コーヒー,PD01367,150,176,26400
2020/1/29,CS006627,58,ウーロン系飲料,PD03180,150,51,7650
2020/1/29,CS006334,98,コーヒー,PD03697,150,48,7200
2020/1/29,CS008910,400,ミネラルウォーター類,PD09268,100,22,2200
2020/1/29,CS000557,64,スポーツ飲料等,PD00875,150,49,7350
2020/1/29,CS006334,98,コーラ炭酸飲料,PD00426,200,112,22400
2020/1/29,CS003958,53,コーヒー,PD06950,150,36,5400
2020/1/29,CS008477,388,コーラ炭酸飲料,PD03081,120,393,47160
2020/1/29,CS005761,122,果実ジュース（果汁100%）,PD05344,120,52,6240
2020/1/29,CS003012,66,ウーロン系飲料,PD00070,200,53,10600
2020/1/29,CS007412,148,スポーツ飲料等,PD08981,150,151,22650
2020/1/29,CS004234,126,ミネラルウォーター類,PD07114,120,40,4800
2020/1/29,CS008910,400,スポーツ飲料等,PD09853,200,48,9600
2020/1/29,CS000396,23,豆乳類等,PD02526,200,33,6600
2020/1/29,CS006237,141,コーヒー,PD06592,200,27,5400
2020/1/29,CS008306,113,ミネラルウォーター類,PD06376,200,41,8200
2020/1/29,CS000734,57,ミネラルウォーター類,PD01224,100,54,5400
2020/1/29,CS000386,30,ミネラルウォーター類,PD04628,150,31,4650
2020/1/29,CS006094,122,コーラ炭酸飲料,PD08266,150,119,17850
2020/1/29,CS008306,113,コーラ炭酸飲料,PD03233,200,103,20600
2020/1/30,CS008306,113,ミネラルウォーター類,PD01139,150,97,14550
2020/1/30,CS000386,30,むぎ茶飲料,PD01073,200,41,8200
2020/1/30,CS005432,320,コーヒー,PD04473,200,328,65600
2020/1/30,CS007982,204,コーヒー,PD03374,200,200,40000
2020/1/30,CS006094,122,ミネラルウォーター類,PD07803,200,35,7000
2020/1/30,CS001611,68,果汁入り炭酸飲料（5%以上10%未満）,PD03846,200,56,11200
2020/1/30,CS003737,22,コーラ炭酸飲料,PD04538,200,26,5200
2020/1/30,CS005995,22,ミネラルウォーター類,PD03844,200,19,3800
2020/1/30,CS008540,152,果汁入り炭酸飲料（5%以上10%未満）,PD01604,200,141,28200
2020/1/30,CS003277,7,むぎ茶飲料,PD03449,150,27,4050
2020/1/30,CS004971,45,果汁入り炭酸飲料（5%以上10%未満）,PD07085,150,43,6450
2020/1/30,CS001417,22,コーヒー,PD02916,200,26,5200
2020/1/30,CS000896,79,コーラ炭酸飲料,PD08673,150,102,15300
2020/1/30,CS000730,70,ミネラルウォーター類,PD06112,150,35,5250
2020/1/30,CS000030,80,果汁入り炭酸飲料（5%以上10%未満）,PD05961,200,69,13800
2020/1/30,CS008540,152,栄養ドリンク炭酸飲料,PD07470,200,30,6000
2020/1/30,CS000396,23,ミネラルウォーター類,PD09740,200,44,8800
2020/1/30,CS007982,204,果実ジュース（果汁100%）,PD02708,120,204,24480
2020/1/30,CS000821,25,ミネラルウォーター類,PD01541,200,33,6600
2020/1/30,CS000896,79,むぎ茶飲料,PD08362,200,44,8800
2020/1/31,CS000821,25,ミネラルウォーター類,PD05035,150,33,4950
2020/1/31,CS001621,58,ブレンド茶飲料,PD09054,150,63,9450
2020/1/31,CS003012,66,コーラ炭酸飲料,PD05464,200,51,10200
2020/1/31,CS005114,86,ミネラルウォーター類,PD03504,150,34,5100
2020/1/31,CS000965,6,コーラ炭酸飲料,PD08673,150,52,7800
2020/1/31,CS003958,53,スポーツ飲料等,PD01574,150,53,7950
2020/1/31,CS003277,7,スポーツ飲料等,PD01574,150,3,450
2020/1/31,CS008306,113,コーヒー,PD08975,120,44,5280
2020/1/31,CS005114,86,果実フレーバー／着色炭酸飲料,PD03331,200,31,6200
2020/1/31,CS001842,32,ミネラルウォーター類,PD00217,200,22,4400
2020/1/31,CS008999,43,コーヒー,PD08942,150,45,6750
2020/1/31,CS000386,30,ミネラルウォーター類,PD01347,200,30,6000
2020/1/31,CS004001,458,栄養ドリンク炭酸飲料,PD03053,150,38,5700
2020/1/31,CS003113,30,コーヒー,PD06606,150,34,5100
2020/2/1,CS009137,80,果実フレーバー／着色炭酸飲料,PD04928,150,31,4650
2020/2/1,CS003971,10,果汁入り炭酸飲料（5%以上10%未満）,PD04430,150,58,8700
2020/2/1,CS007279,282,コーヒー,PD05400,200,41,8200
2020/2/1,CS005761,122,豆乳類等,PD08256,150,56,8400
2020/2/1,CS007974,224,ミネラルウォーター類,PD09384,150,231,34650
2020/2/1,CS001621,58,果実フレーバー／着色炭酸飲料,PD09837,150,47,7050
2020/2/1,CS007982,204,コーヒー,PD07244,200,208,41600
2020/2/1,CS005564,126,果汁入り炭酸飲料（5%以上10%未満）,PD04430,150,34,5100
2020/2/1,CS000730,70,栄養ドリンク炭酸飲料,PD00807,100,46,4600
2020/2/1,CS009137,80,コーラ炭酸飲料,PD02287,100,97,9700
2020/2/1,CS001621,58,ミネラルウォーター類,PD09268,100,60,6000
2020/2/2,CS007462,57,ブレンド茶飲料,PD07122,150,39,5850
2020/2/2,CS001611,68,ミネラルウォーター類,PD00543,150,26,3900
2020/2/2,CS000965,6,コーヒー,PD02098,150,33,4950
2020/2/2,CS008430,22,スポーツ飲料等,PD05955,200,22,4400
2020/2/2,CS005564,126,ブレンド茶飲料,PD05815,120,44,5280
2020/2/2,CS003958,53,むぎ茶飲料,PD08042,120,59,7080
2020/2/2,CS000921,24,果実フレーバー／着色炭酸飲料,PD04928,150,49,7350
2020/2/2,CS004465,54,コーヒー,PD04821,120,47,5640
2020/2/2,CS007130,87,むぎ茶飲料,PD00059,100,24,2400
2020/2/2,CS007982,204,ミネラルウォーター類,PD02825,150,49,7350
2020/2/2,CS003377,7,コーヒー,PD03933,200,46,9200
2020/2/2,CS007130,87,ミネラルウォーター類,PD08050,100,54,5400
2020/2/2,CS001621,58,コーヒー,PD07618,150,58,8700
2020/2/2,CS007974,224,コーヒー,PD08409,120,215,25800
2020/2/2,CS005761,122,ミネラルウォーター類,PD03756,150,128,19200
2020/2/2,CS005432,320,コーヒー,PD00344,150,327,49050
2020/2/2,CS008858,100,ミネラルウォーター類,PD06190,100,94,9400
2020/2/2,CS001611,68,ミネラルウォーター類,PD03218,200,39,7800
2020/2/2,CS006662,13,果汁入り飲料（50%以上100%未満）,PD03033,150,22,3300
2020/2/2,CS008540,152,ミネラルウォーター類,PD01631,200,139,27800
2020/2/2,CS007776,131,ミネラルウォーター類,PD08712,150,117,17550
2020/2/2,CS000778,18,果実ジュース（果汁100%）,PD09024,150,10,1500
2020/2/3,CS005761,122,ブレンド茶飲料,PD09189,150,36,5400
2020/2/3,CS006726,80,スポーツ飲料等,PD01741,150,66,9900
2020/2/3,CS000769,94,むぎ茶飲料,PD03699,150,87,13050
2020/2/3,CS009123,397,スポーツ飲料等,PD09737,150,50,7500
2020/2/3,CS002266,23,むぎ茶飲料,PD03931,100,29,2900
2020/2/3,CS007776,131,スポーツ飲料等,PD05024,150,138,20700
2020/2/3,CS008101,23,コーヒー,PD04623,120,31,3720
2020/2/3,CS000921,24,ミネラルウォーター類,PD01806,150,14,2100
2020/2/3,CS007979,454,ミネラルウォーター類,PD07730,150,43,6450
2020/2/3,CS008799,106,ウーロン系飲料,PD08023,100,40,4000
2020/2/3,CS001611,68,コーヒー,PD01367,150,61,9150
2020/2/3,CS007776,131,ミネラルウォーター類,PD07803,200,126,25200
2020/2/3,CS005254,106,コーヒー,PD09813,200,45,9000
2020/2/3,CS006334,98,ミネラルウォーター類,PD06647,200,40,8000
2020/2/3,CS007383,93,スポーツ飲料等,PD08590,150,84,12600
2020/2/3,CS000769,94,むぎ茶飲料,PD08701,200,38,7600
2020/2/3,CS007462,57,ミネラルウォーター類,PD06112,150,64,9600
2020/2/3,CS008799,106,むぎ茶飲料,PD08255,150,40,6000
2020/2/3,CS001842,32,ウーロン系飲料,PD02728,200,51,10200
2020/2/3,CS007979,454,果汁入り炭酸飲料（5%以上10%未満）,PD08271,200,466,93200
2020/2/3,CS000386,30,コーラ炭酸飲料,PD05378,150,50,7500
2020/2/3,CS006724,51,コーヒー入り乳飲料,PD00617,200,34,6800
2020/2/3,CS004000,79,豆乳類等,PD07885,150,48,7200
2020/2/4,CS008306,113,スポーツ飲料等,PD01837,120,112,13440
2020/2/4,CS004448,11,スポーツ飲料等,PD09338,200,37,7400
2020/2/4,CS008625,7,コーヒー,PD04081,150,6,900
2020/2/4,CS002266,23,ミネラルウォーター類,PD09986,150,14,2100
2020/2/4,CS000396,23,ミネラルウォーター類,PD09740,200,38,7600
2020/2/4,CS005254,106,ミネラルウォーター類,PD04816,150,88,13200
2020/2/4,CS000535,193,スポーツ飲料等,PD06886,150,38,5700
2020/2/4,CS005564,126,コーヒー,PD00444,100,37,3700
2020/2/4,CS005564,126,ミネラルウォーター類,PD05742,150,39,5850
2020/2/4,CS009706,16,スポーツ飲料等,PD02847,150,6,900
2020/2/4,CS005761,122,ブレンド茶飲料,PD03945,150,48,7200
2020/2/4,CS003012,66,ブレンド茶飲料,PD06653,120,59,7080
2020/2/4,CS000896,79,スポーツ飲料等,PD00920,100,64,6400
2020/2/4,CS003971,10,豆乳類等,PD06853,150,51,7650
2020/2/4,CS005432,320,ミネラルウォーター類,PD08580,150,309,46350
2020/2/4,CS006237,141,ミネラルウォーター類,PD08795,150,142,21300
2020/2/4,CS003737,22,果汁入り炭酸飲料（5%以上10%未満）,PD03846,200,16,3200
2020/2/4,CS007974,224,コーラ炭酸飲料,PD01569,200,233,46600
2020/2/4,CS008799,106,ミネラルウォーター類,PD04088,200,107,21400
2020/2/5,CS008239,159,ミネラルウォーター類,PD09908,150,59,8850
2020/2/5,CS009123,397,ブレンド茶飲料,PD06822,150,406,60900
2020/2/5,CS000409,24,ミネラルウォーター類,PD06303,150,17,2550
2020/2/5,CS007040,242,ブレンド茶飲料,PD01917,150,22,3300
2020/2/5,CS004234,126,果汁入り炭酸飲料（5%以上10%未満）,PD03846,200,48,9600
2020/2/5,CS008799,106,ミネラルウォーター類,PD08800,200,33,6600
2020/2/5,CS002266,23,むぎ茶飲料,PD01122,200,23,4600
2020/2/5,CS008306,113,ミネラルウォーター類,PD02937,150,119,17850
2020/2/5,CS000386,30,スポーツ飲料等,PD07825,100,59,5900
2020/2/5,CS009530,108,果実フレーバー／着色炭酸飲料,PD09664,150,38,5700
2020/2/5,CS004465,54,ミネラルウォーター類,PD08800,200,29,5800
2020/2/5,CS005254,106,コーヒー,PD05734,150,103,15450
2020/2/5,CS000896,79,ミネラルウォーター類,PD07154,100,31,3100
2020/2/5,CS007383,93,コーラ炭酸飲料,PD06382,100,38,3800
2020/2/5,CS008306,113,ミネラルウォーター類,PD04251,150,27,4050
2020/2/5,CS005679,124,スポーツ飲料等,PD00829,100,114,11400
2020/2/5,CS003113,30,ミネラルウォーター類,PD06302,150,65,9750
2020/2/5,CS003971,10,ミネラルウォーター類,PD06096,150,8,1200
2020/2/5,CS005995,22,豆乳類等,PD01652,120,20,2400
2020/2/5,CS004392,103,ミネラルウォーター類,PD02944,150,46,6900
2020/2/5,CS005564,126,コーラ炭酸飲料,PD07770,120,30,3600
2020/2/5,CS008646,7,スポーツ飲料等,PD08981,150,37,5550
2020/2/6,CS007776,131,栄養ドリンク炭酸飲料,PD08224,200,39,7800
2020/2/6,CS001611,68,ミネラルウォーター類,PD02239,100,64,6400
2020/2/6,CS007982,204,ブレンド茶飲料,PD06266,100,216,21600
2020/2/6,CS004124,75,ミネラルウォーター類,PD06598,120,62,7440
2020/2/6,CS007131,71,果汁入り炭酸飲料（5%以上10%未満）,PD09263,100,25,2500
2020/2/6,CS004234,126,果汁入り炭酸飲料（5%以上10%未満）,PD08108,200,119,23800
2020/2/6,CS007198,80,ミネラルウォーター類,PD01806,150,93,13950
2020/2/6,CS007425,55,むぎ茶飲料,PD01072,150,44,6600
2020/2/6,CS007425,55,コーヒー,PD04081,150,50,7500
2020/2/6,CS003277,7,コーヒー,PD02916,200,30,6000
2020/2/6,CS001611,68,むぎ茶飲料,PD03931,100,62,6200
2020/2/6,CS005679,124,栄養ドリンク炭酸飲料,PD03256,120,24,2880
2020/2/6,CS003971,10,スポーツ飲料等,PD01355,150,41,6150
2020/2/6,CS007383,93,ミネラルウォーター類,PD03366,200,89,17800
2020/2/6,CS008999,43,コーラ炭酸飲料,PD08673,150,57,8550
2020/2/6,CS003184,259,スポーツ飲料等,PD01804,150,48,7200
2020/2/6,CS004897,186,栄養ドリンク炭酸飲料,PD08213,150,195,29250
2020/2/6,CS000896,79,果汁入り炭酸飲料（5%以上10%未満）,PD07739,200,70,14000
2020/2/6,CS008646,7,スポーツ飲料等,PD09632,120,11,1320
2020/2/7,CS007412,148,ミネラルウォーター類,PD06182,150,164,24600
2020/2/7,CS007979,454,スポーツ飲料等,PD00778,200,30,6000
2020/2/7,CS005188,21,ウーロン系飲料,PD04069,150,40,6000
2020/2/7,CS006237,141,ミネラルウォーター類,PD01672,150,153,22950
2020/2/7,CS008430,22,スポーツ飲料等,PD05830,100,26,2600
2020/2/7,CS007131,71,スポーツ飲料等,PD08981,150,26,3900
2020/2/7,CS004971,45,スポーツ飲料等,PD06782,200,45,9000
2020/2/7,CS005679,124,スポーツ飲料等,PD08981,150,126,18900
